Text,Class,Language
Vueltas dio tu cabeza después del chingatumadrazo del Camello.,Violencia,I
muerto quedaste de tremendo derechazo por cortesia del come migas de tepito,Violencia,I
"Sí piensas así, estás peor que los de Tepito...chamaco peje ndejo!!!",Violencia,I
por que nunca fuiste a tepito a quitar tus mostrencos?? miedo je je ayy Carne sin C,Violencia,I
Clasista y racista de mierda,Violencia,E
"Y las almorranas en la garganta, como diría canallin: ""discasting""",Violencia,I
"Pobres perros muertos de hambre, sin cerebro ni madre, abortos del cu Lo de su pu Ta Madre",Violencia,E
Báñate cerdo,Violencia,E
#LadyPapiloma espécimen raro en peligro de extinción emparentada con el chupacabras. Con rabo lleno de papilomas Panza de pulquera liposuccionada Cerebro del tamaño de un frijol Lengua de víbora Se alimenta de mentiras las cuales reproduce x 1000 También conocida #LadyMitomana,Violencia,E
Es la misma que usas de lubricante cada ves que te la meten chairo asqueroso,Violencia,E
"No mames, tu puta madre tiene más quistes que la chingada y no la andan quemando en redes.",Violencia,E
Los chairobots como tu no lograran que deje ser influencer,Violencia,I
Terminará siendo #LordChairo.,Violencia,I
Este we y sus mmds de su 80% no mms de todos modos no te la vas a cgr...,Violencia,I
Vete al diablo!!!,Violencia,E
"¿Que habrá perdido la Glodejo como para estár un día chingando y el otro también? ¿Su estilo de vida? No creo... ¿Su plaza de "" Mayestra""? Tampoco creo... No es comprensible su odio y estupidez, a menos que sea por dinero.",Violencia,I
Esos tres pendejos merecen unos tablazos por ojetes,Violencia,E
"#LadyPapiloma puro pendejo escribe aquí sin razón ni cultura. Sé pasan perdiendo tiempo peleando siempre por otros más pendejos todavía. A esos que defienden les vale madres todo y uds. no les importan nada, todos los políticos son iguales ratas, abran los ojos y no sean pendejos",Violencia,E
"Ya sabemos de donde proviene #LadyPapiloma Con esos animales que se junta, pues imagínense que enfermedades no puede adquirir.",Violencia,I
"Esta “ñora” ya no sabe que pndejada escribir, la falta de ácido fólico la dañó mucho #LadyPapiloma",Violencia,E
#LadyPapiloma a Puma Chairo por hacerla Trending Topic otra vez,Violencia,I
El viejito kgon de Alazraki debe estar muy preocupado por las chambitas de #LadyPapiloma,Violencia,I
Nos vales 3 hectáreas de vrga,Violencia,E
Así o más pinché corriente,Violencia,E
"Pura pendejada, ese poder computacional debería aprovecharse en algo mejor.",Violencia,E
"Si siguen atacando, es porque les arde hasta fondo del fundillo que tienes razón en lo que dices, si no fuera así ni te hicieran caso, pero siguen molestando, así que no te rindas tu sigue",Violencia,I
Pues ya su pinche cerebro no da para más... Saludos Gloria.,Violencia,E
Ellos tiene estupidez y no los andamos valconeando,Violencia,E
De que se aferran son como perros rabiosos los desgraciados,Violencia,E
por juntarte con el #SacoDePus !,Violencia,I
"Somos una mayoría aplastante, y si te llevas, te aguantas, fácil y sencillo. Aguante vara y no chille #LadyPapiloma JAJAJAJAJAJAJAJA",Violencia,E
"Lo único que tienen aplastado es el cerebro. Cuando presenten hechos podrán discutir, sin ellos son ustedes los que chillan, gritan e insultan. No tienen más.",Violencia,E
"En eso tienes razón, son mayoría : el pendejismo esta de moda!!!",Violencia,E
Opinion de Lord pndejo,Violencia,I
"Efectivamente, ya sacó su granja de bots, la infeliz arrabalera de 5 si todos saben que es una de la pu..tas.de @JLozanoA ",Violencia,E
"La única mayoría es la que te está tundiendo #LordAplastante. Aguantas vara o vas a chillar como el KKS, fácil y sencillo",Violencia,E
"Mayoría de que pendejo de mierda, jodido resentido",Violencia,E
"Lo único que aplastas es la verga de tu amo cada vez que das de sentones para complacerlo. Te puedes ir mucho a chingar a tu madre pendejo lame huevos, que se me hace que el que tiene papiloma en el hocico eres tú.",Violencia,E
"No eres más que un pobre e insignificante matraquero del régimen, algo sin valor",Acoso,E
"Otro pendejo Botito,ya terminaste la primaria o eres de los que lleva 14 años en el mismo lugar Jajajajajajaja",Acoso,E
"Aplastado tienes el cerebro, pinche vato cobarde.",Acoso,E
Creo que ya quedaste aplastado por tu “mayoría” por decir estás pendejadas lord pendejo,Acoso,E
"Jajajaja Se lo merece, por cul3ra xd",Acoso,I
"son unos pendejos, es lo que son",Acoso,E
Claro que tienes papiloma y te echaste a los 4 rucos.... que asco....,Acoso,I
Ándale pues #LadyMitomana ya no se te cree nada eres una pendeja mitomana #ladyloretita jajaja,Acoso,E
"Tranquila ""Doctora Paranoias"" acostumbrese a la desacreditacion que recibirá por sus infames comentarios en redes. Porque noticias no son. Usted juega a la política preparada como jugaron con su título de ""Doctora"". Y para que me entienda en su lenguaje profesional: ""NO SEA RIDI""",Acoso,I
"Morra, sin esos chairos tu no figurarías para nada en Twitter, los necesitas para seguir llamando la atención y ser relevante, porque no te conocen de otra forma, que no sea de tuitera opinadora de 3 pesos, al igual que esa banda con la que te bronqueas.",Acoso,I
Más que cosita lo que me provocan esos chairos son asco y más ese cobarde del @PumaChairo que no tiene los huevos para dar la cara,Acoso,E
Mandalos a ching4r a su madre Gloria!!!!!!! Son basura la bola de asnos degenerados!!!,Acoso,E
Pobre estupidos nacos,Acoso,E
GATA IGNORANTE ESTÚPIDA,Acoso,E
#LadyPapiloma Ya ves pende....jaso @JLozanoA Hasta donde va el papiloma que te pego Tu mama,Acoso,I
"Que se chingu£ esa mujer es muy mala entraña, solo se le está regresando el karma",Acoso,I
por un momento pense que eso que tiene la @GlodeJo07 en la boca era un pedazo de caca,Acoso,E
Ridculos!!,Acoso,I
Cacarizo vs Pito Chico.,Acoso,E
"Chale Alfredo Adame y con esos ""logros"" hasta Carlos Trejo es más inteligente que tu, ",Acoso,I
"Doctorado en chismes, misoginia, sizaña, ..... y recientemente en un reverendo hombre de ""negocios"" con dinero que le chinga al pueblo",Acoso,E
Alfredo pitochico salió más mamador que la #LadyMitomana. ¿Cuantos años de sus patéticas y miserables vidas habrán pasado ése par de pendejos para lograr tanto título?,Acoso,E
Neta ¿qué le puede aportar el tarado de Alfredo Adame a una diputación federal? Prefiero votar por Carlos Trejo,Acoso,I
La carrera de Alfredo Adame fue más corta que su pito. Y ya... es todo el tweet,Acoso,E
..dice que dejó una parte en el c....de la mamá de trejo....como divierten éstos bufones ridiculos,Acoso,E
Ha de ser todavía más grande que su propio cerebro de Alfredo Adame,Acoso,I
"Jajajajaja jajajajajajajaja siempre me ha caído mal ese viejo payaso nefasto!! Tiene una vibra tan tóxica y pesada que la sientes a 1 km. Una vez me lo topé en la Marina de Puerto Vallarta, y es un tipo prepotente y un hígado con cirrosis",Acoso,E
Y ahora que hizo pitochico Adame,Acoso,E
Alfredo ya valiste VRGAAAAA,Acoso,E
"Pobre wey, no da para más, asquito es lo que se siente al verle.",Violencia,E
"Pito chico, tajada grande.",Violencia,E
Por eso le dicen el P170 Chico....,Violencia,I
Así de cortita como su riatita,Violencia,I
Más corta que su pija!,Violencia,E
TAN CORTO como que es PITO CHICO,Violencia,E
"Tienes toda la razón, son igual de nefastos",Violencia,E
Igualitos.. De pendejos... Los 3,Violencia,E
ALV!!,Violencia,I
"Y saldrá con la cantaleta, que no fue el, que no es su voz, que es guerra sucia. El argumento de todos los Cobardes como el, ojalá el ""partido"" que lo postulo le retire la candidatura. Maldito Ratero, Misogino, el tipo es una gran VERGÜENZA.",Violencia,E
Porqueria de personaje,Violencia,E
Adame es un enfermooo de la cabeza y Agresivoooo.,Violencia,E
"Aparte de agresivo y pitochico, corrupto",Violencia,E
Es huérfano por eso hace esos ridículos y presenta ésos escándalos,Violencia,E
"Jajajaja me cae re bien el Alfredo pero no mamar jajajajaja . . . Es que pinche política jajajaja luchadores, actores x deportistas, jajajaja ya dedique se a lo suyo no mamen . . . Que gozada con el circo . . .ah y un payaso de presidente",Violencia,E
"Tu no eres politiquillo eres actor y como actor lo haces muy bien, pero bueno mi voto no es para ti",Violencia,I
ASÍ DE PENDEJO ES,Violencia,E
"Ese wey trae un problema de Ira, cada que le preguntan algo o le cuestionan, reacciona enojado... a esa gente hay que mandarla al rancho del peje",Violencia,I
Carlos Trejo!!!!! Ya rompele su madre !!!,Violencia,E
"Hay que ser muy pendejo para sostener a este individuo, armarle una maroma para que caiga de pie y más aún creerla... es un crack leyendo, chingos de min de experiencia en menciones publicitarias",Violencia,E
"Este tipo.. De declaraciones lo hacen ver más im....il, por eso luego le andan queriendo reventar su mandarina en gajos y la verdad harian bien!!!",Violencia,I
"Que tipo más cínico, y el partido satélite lo apoya? Mira que bonita gente",Violencia,E
"Ustedes le creen a este payaso y misógino, una persona que siempre tiene problemas con todo mundo, ustedes creen que haría un buen papel?",Violencia,E
Nefasto! Este individuo es tóxico y sólo contribuiría para que nuestro país se hunda más.....,Violencia,E
jajajajjajajajajjaja cual es el montaje? estas hecho un pendejooooooooooooo,Violencia,E
"Ya empezó hablar como político nada más por eso no le creo nada, jajaja es un payaso.",Violencia,E
"Pierden no solo el piso, vergüenza, dignidad, pasando a hundirse más con cada rebuzno que sale de su hocico.",Violencia,I
"Que se puede esperar de una basura, que ni a la madre fe sus hijos respete",Violencia,E
"De cualquier manera, chinga!!!, pero que chingue a la suya!!!!!",Violencia,E
puro pendejx era team Adame en el preito con Carlos Trejo. Ya quedó comprobado,Violencia,I
"A mí me cae en la punta de la riata Carlos Trejo, pero con la mamada de Alfredo Adame, hoy me vuelvo #TeamCarlosTrejo y que le rompa su puta madre al pito chico ese.",Violencia,E
Ninguno de los dos pendejos,Violencia,E
"como que ahora más que nunca, nos quedamos con las ganas de que carlos trejo le rompiera su mãe al mamarracho de alfredo adame",Violencia,E
"O sea que Alfredo Adame no solo es un misógino golpeador, también es ratero. Por eso siempre fui team Carlos Trejo.",Violencia,E
Ojalá y Carlos Trejo le rompa el hocico pa que le haga provecho los millones que se ma a clavar en el culo !!!,Violencia,E
"Ya Carlos Trejo, rómpele su madre a Alfredo Adame pito chico",Violencia,E
"Cuánta razón tenía el caza fantasmas Carlos Trejo, ese pito chico es de lo peor.",Violencia,E
"Ni a uno ni a otro, par de impresentables.",Violencia,E
No es por nada pero ahora sí quiero que Carlos Trejo le rompa su madre a Alfredo Adame.,Violencia,E
Alch el Carlos Trejo si le hubiera partido su madre al al pendejo de Adame,Violencia,E
"A puerco cabron, ya que se entere el mamarracho de Carlos Trejo se va a lanzar también como candidato",Violencia,E
"Team Carlos Trejo, partele su puta madre a Alfredo Adame",Violencia,E
¡Ya Carlos Trejo ya dale una putiza a Alfredo el pito chico Adame!,Violencia,E
Ojalá Carlos Trejo se ponga una chinga a Alfredo Adame y termine como fabiruchis cuando estaba en la oreja todo desfigurado,Violencia,E
